Report generated on: 03-22-2025 16:43:44
"API","","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"","consumed natural gas CO2 emissions (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4010-8-BFA-MMTCD.A","        Burkina Faso","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.4010-8-MMR-MMTCD.A","        Burma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.61105363","0.66660396","0.88880528","1.05545627","1.27765759","1.55540924","2.11091254","2.2220132","2.05536221","2.11091254","2.11091254","1.958682883","1.928710641","2.172335394","2.824047197","3.238986409","3.159801244","2.982062424","3.475781368","2.730387552","3.115656961","3.2831654","4.34472671","4.956938201","5.272918325","8.175985718","7.149050314","8.136488202","7.603271742","6.418346276","6.398597518","6.596085096","6.91206522","7.168799071","6.793572674","7.08980404","8.701288985","8.892850308","8.170100957","7.232532415","7.944113755","8.389684685","8.472430157","8.375639351"
"INTL.4010-8-BDI-MMTCD.A","        Burundi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.4010-8-CPV-MMTCD.A","        Cabo Verde","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.4010-8-KHM-MMTCD.A","        Cambodia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.4010-8-CMR-MMTCD.A","        Cameroon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.039235198","0.039235198","0.039235198","0.039235198","0.41196958","0.294263986","0.533598694","0.60814557","0.920065395","1.333996735","1.412466464","1.20203692","1.549619768","1.46527295","1.865793917","1.545377144","1.34511666","1.048925607"
"INTL.4010-8-CAN-MMTCD.A","        Canada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.60410029","98.90314456","100.90088723","100.8214614","109.048587303","116.935301633","114.5928498","113.7365152","125.77756653","130.57128942","127.914672085","129.271889208","140.059876305","145.18729512","150.331059104","155.604702358","158.336536708","156.711097775","151.988958064","168.668041252","161.885663913","169.255727934","172.074486493","183.430640532","181.69255311","171.319180825","179.938310679","166.381672853","160.04286498","170.209203206","188.488833405","195.265614452","205.056455677","218.336165116","226.864371923","225.554874505","216.016296601","230.585309638","245.679478334","243.546648032","235.209379553","243.223666083","255.935665651","259.171029779"
"INTL.4010-8-CYM-MMTCD.A","        Cayman Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.4010-8-CAF-MMTCD.A","        Central African Republic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.4010-8-TCD-MMTCD.A","        Chad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.4010-8-CHL-MMTCD.A","        Chile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.509816667","4.509816667","2.599776667","2.440606667","2.54672","2.334493333","1.379473333","1.379473333","1.856983333","3.02423","3.50174","2.758946667","2.888646341","3.278902","3.634912233","3.560102333","3.560959596","5.508666779","6.354640606","9.030278756","10.250054971","12.473195492","13.79786122","15.053820382","16.394296359","16.394296359","14.644994865","8.73227862","5.409076079","6.397922988","10.399302983","11.21885555","9.589802721","9.634042205","8.018162727","8.635900728","9.420439689","10.065373973","10.604137173","12.326661726","11.780998468","12.803531339","13.269704334","12.781177375"
"INTL.4010-8-CHN-MMTCD.A","        China","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.839452783","27.4807005","23.26699309","26.320404257","26.74788182","27.908178063","29.557020093","30.167702327","30.717316337","30.839452783","30.190328103","31.224213124","31.558506686","33.03491648","34.805027788","35.851769543","39.828159215","42.99168162","44.680127335","48.234463415","50.031135696","54.015691157","58.842191998","63.3965291","74.866566393","91.732886168","110.525890254","138.059462192","151.117447631","173.278233238","208.939515111","256.348872054","281.319405614","319.365546727","354.690050448","373.591538352","405.480667677","460.512707047","541.968645605","588.641321063","642.54768371","725.869759831","720.858122157","774.075947472"
"INTL.4010-8-COL-MMTCD.A","        Colombia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.303132","6.748808","6.748808","6.494136","9.104524","9.168192","9.168192","6.900550067","7.196287927","7.196287927","7.442736143","7.639894717","7.432634231","7.738474003","8.00710256","7.919859891","8.250746195","10.391762613","10.896555102","9.016638247","9.9217834","10.600642264","10.722488727","10.600642264","11.070621477","11.610227241","12.567592306","13.124604708","13.054978157","15.126368025","15.805226889","15.387467588","17.563297281","18.625102171","20.417985838","20.035039812","18.977279656","18.493556601","20.095329558","20.334586653","20.379928969","19.995420876","19.932327416","20.688017404"
"INTL.4010-8-COM-MMTCD.A","        Comoros","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.4010-8-COG-MMTCD.A","        Congo-Brazzaville","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.022220132","0.033330198","0.033330198","0.038885231","0.038885231","0.11110066","0.022220132","0.11110066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.235411188","0.353116783","0.568910372","0.725851164","1.039732749","1.824436711","2.25602389","2.293297328","3.236903842","2.942639856","2.942639856","2.746465532","1.687332726","1.700831388","1.138370729","0.794136247","0.814123444","0.82981739","0.833740877"
"INTL.4010-8-COD-MMTCD.A","        Congo-Kinshasa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000750538","0.000740841","0.000740841","0","0","0","0"
"INTL.4010-8-COK-MMTCD.A","        Cook Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.4010-8-CRI-MMTCD.A","        Costa Rica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.4010-8-CIV-MMTCD.A","        Cote d'Ivoire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.078325965","0.706233565","1.177055942","1.569407923","2.628758271","2.64837587","2.64837587","2.513263639","2.513263639","2.438240843","2.438240843","2.438240843","2.813354819","3.000911807","3.000911807","3.104068151","3.060930043","3.338514386","3.833664834","3.867425092","3.869300661","4.332562486","4.332562486","3.740786713","4.276467864","4.387210457","4.656356752","5.012826682","4.639237728"
"INTL.4010-8-HRV-MMTCD.A","        Croatia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","5.333942687","5.763650598","5.06174607","4.551238537","4.904538636","5.492927731","5.237898944","5.218281345","5.434074934","5.571398127","5.159428547","5.983367707","5.394839736","5.277134142","5.355604538","5.467424852","5.816618115","5.259478302","5.569436367","4.843585203","5.638097964","4.853394002","3.929405088","4.029454843","4.319792842","5.05152307","5.409200246","5.67765902","5.903100519","5.639913299","4.907298089","5.274600456"
